COU,Indicator,Time,Value,id
NZL,Gender wage gap at median,2018,7.9,554
NZL,Gender wage gap at median,2019,6.5,554
NOR,Gender wage gap at median,2000,11.2,578
NOR,Gender wage gap at median,2005,10.4,578
NOR,Gender wage gap at median,2010,8.4,578
NOR,Gender wage gap at median,2015,7.5,578
NOR,Gender wage gap at median,2016,6.8,578
NOR,Gender wage gap at median,2017,6.4,578
NOR,Gender wage gap at median,2018,5.8,578
NOR,Gender wage gap at median,2019,5.0,578
PRT,Gender wage gap at median,2005,16.0,620
PRT,Gender wage gap at median,2010,16.0,620
PRT,Gender wage gap at median,2015,18.9,620
PRT,Gender wage gap at median,2016,14.3,620
PRT,Gender wage gap at median,2017,14.8,620
PRT,Gender wage gap at median,2018,11.7,620
SVK,Gender wage gap at median,2005,20.1,703
SVK,Gender wage gap at median,2010,14.9,703
SVK,Gender wage gap at median,2015,13.4,703
SVK,Gender wage gap at median,2016,13.9,703
SVK,Gender wage gap at median,2017,15.0,703
SVK,Gender wage gap at median,2018,15.7,703
SVK,Gender wage gap at median,2019,13.9,703
SWE,Gender wage gap at median,2000,12.4,752
SWE,Gender wage gap at median,2005,11.3,752
SWE,Gender wage gap at median,2010,9.4,752
SWE,Gender wage gap at median,2015,8.3,752
SWE,Gender wage gap at median,2016,8.2,752
SWE,Gender wage gap at median,2017,7.3,752
SWE,Gender wage gap at median,2018,7.1,752
SWE,Gender wage gap at median,2019,7.6,752
GBR,Gender wage gap at median,2000,26.3,826
GBR,Gender wage gap at median,2005,22.1,826
GBR,Gender wage gap at median,2010,19.2,826
GBR,Gender wage gap at median,2015,17.1,826
GBR,Gender wage gap at median,2016,16.8,826
GBR,Gender wage gap at median,2017,16.5,826
GBR,Gender wage gap at median,2018,16.3,826
GBR,Gender wage gap at median,2019,16.0,826
USA,Gender wage gap at median,2000,23.1,840
USA,Gender wage gap at median,2005,19.0,840
USA,Gender wage gap at median,2010,18.8,840
USA,Gender wage gap at median,2015,18.9,840
USA,Gender wage gap at median,2016,18.1,840
USA,Gender wage gap at median,2017,18.2,840
USA,Gender wage gap at median,2018,18.9,840
USA,Gender wage gap at median,2019,18.5,840
COL,Gender wage gap at median,2010,6.4,170
COL,Gender wage gap at median,2015,11.1,170
COL,Gender wage gap at median,2016,7.1,170
COL,Gender wage gap at median,2017,7.7,170
COL,Gender wage gap at median,2018,5.8,170
COL,Gender wage gap at median,2019,4.0,170
CRI,Gender wage gap at median,2010,0.0,188
CRI,Gender wage gap at median,2015,3.7,188
CRI,Gender wage gap at median,2016,1.8,188
CRI,Gender wage gap at median,2017,3.0,188
CRI,Gender wage gap at median,2018,4.7,188
ISR,Gender wage gap at median,2005,21.9,376
ISR,Gender wage gap at median,2010,20.4,376
ISR,Gender wage gap at median,2015,20.4,376
ISR,Gender wage gap at median,2016,21.6,376
ISR,Gender wage gap at median,2017,21.8,376
ISR,Gender wage gap at median,2018,22.7,376
HUN,Gender wage gap at 1st decile (bottom),2017,0.0,348
HUN,Gender wage gap at 1st decile (bottom),2018,-1.2,348
HUN,Gender wage gap at 9th decile (top),2017,23.2,348
HUN,Gender wage gap at 9th decile (top),2018,22.3,348
HUN,Gender wage gap at median,2017,5.3,348
HUN,Gender wage gap at median,2018,5.1,348
FRA,Gender wage gap at 1st decile (bottom),2018,6.8,250
FRA,Gender wage gap at 9th decile (top),2018,20.9,250
FRA,Gender wage gap at median,2018,11.5,250
ISL,Gender wage gap at 1st decile (bottom),2018,12.8,352
ISL,Gender wage gap at 9th decile (top),2018,17.6,352
ISL,Gender wage gap at median,2018,12.8,352
AUS,"Labor force participation rate, male",2000,72.1,036
AUS,"Labor force participation rate, male",2005,72.1,036
AUS,"Labor force participation rate, male",2010,72.4,036
AUT,"Labor force participation rate, male",2000,68.9,040
AUT,"Labor force participation rate, male",2005,66.4,040
AUT,"Labor force participation rate, male",2010,67.1,040
BEL,"Labor force participation rate, male",2000,61.5,056
BEL,"Labor force participation rate, male",2005,61.4,056
BEL,"Labor force participation rate, male",2010,60.8,056
CAN,"Labor force participation rate, male",2000,72.3,124
CAN,"Labor force participation rate, male",2005,72.8,124
CAN,"Labor force participation rate, male",2010,71.5,124
CZE,"Labor force participation rate, male",2000,69.8,203
CZE,"Labor force participation rate, male",2005,68.7,203
CZE,"Labor force participation rate, male",2010,68.0,203
DNK,"Labor force participation rate, male",2000,71.1,208
DNK,"Labor force participation rate, male",2005,71.0,208
DNK,"Labor force participation rate, male",2010,68.2,208
FIN,"Labor force participation rate, male",2000,70.5,246
FIN,"Labor force participation rate, male",2005,69.5,246
FIN,"Labor force participation rate, male",2010,69.4,246
FRA,"Labor force participation rate, male",2000,63.1,250
FRA,"Labor force participation rate, male",2005,62.5,250
FRA,"Labor force participation rate, male",2010,62.0,250
DEU,"Labor force participation rate, male",2000,66.6,276
DEU,"Labor force participation rate, male",2005,66.3,276
DEU,"Labor force participation rate, male",2010,66.2,276
GRC,"Labor force participation rate, male",2000,64.7,300
GRC,"Labor force participation rate, male",2005,64.3,300
GRC,"Labor force participation rate, male",2010,63.6,300
HUN,"Labor force participation rate, male",2000,61.1,348
HUN,"Labor force participation rate, male",2005,61.7,348
HUN,"Labor force participation rate, male",2010,61.4,348
ISL,"Labor force participation rate, male",2000,86.2,352
ISL,"Labor force participation rate, male",2005,84.9,352
ISL,"Labor force participation rate, male",2010,83.2,352
JPN,"Labor force participation rate, male",2000,76.4,392
JPN,"Labor force participation rate, male",2005,73.3,392
JPN,"Labor force participation rate, male",2010,71.6,392
KOR,"Labor force participation rate, male",2000,74.4,410
KOR,"Labor force participation rate, male",2005,74.8,410
KOR,"Labor force participation rate, male",2010,73.2,410
MEX,"Labor force participation rate, male",2000,81.8,484
MEX,"Labor force participation rate, male",2005,80.3,484
MEX,"Labor force participation rate, male",2010,78.7,484
NZL,"Labor force participation rate, male",2000,73.6,554
NZL,"Labor force participation rate, male",2005,75.0,554
NZL,"Labor force participation rate, male",2010,74.4,554
NOR,"Labor force participation rate, male",2000,77.5,578
NOR,"Labor force participation rate, male",2005,75.8,578
NOR,"Labor force participation rate, male",2010,74.9,578
PRT,"Labor force participation rate, male",2000,69.8,620
PRT,"Labor force participation rate, male",2005,69.1,620
PRT,"Labor force participation rate, male",2010,67.2,620
SVK,"Labor force participation rate, male",2000,68.2,703
SVK,"Labor force participation rate, male",2005,68.3,703
SVK,"Labor force participation rate, male",2010,68.5,703
SWE,"Labor force participation rate, male",2000,74.3,752
SWE,"Labor force participation rate, male",2005,75.2,752
SWE,"Labor force participation rate, male",2010,73.8,752
GBR,"Labor force participation rate, male",2000,71.1,826
GBR,"Labor force participation rate, male",2005,70.4,826
GBR,"Labor force participation rate, male",2010,69.5,826
USA,"Labor force participation rate, male",2000,74.8,840
USA,"Labor force participation rate, male",2005,73.3,840
USA,"Labor force participation rate, male",2010,71.2,840
ISR,"Labor force participation rate, male",2000,70.1,376
ISR,"Labor force participation rate, male",2005,69.2,376
ISR,"Labor force participation rate, male",2010,69.6,376
CRI,"Labor force participation rate, male",2010,75.4,188
COL,"Labor force participation rate, male",2010,81.3,170
COL,"Labor force participation rate, male",2005,80.7,170
AUS,"Labor force participation rate, male",2015,71.1,036
AUT,"Labor force participation rate, male",2015,66.4,040
BEL,"Labor force participation rate, male",2015,58.9,056
CAN,"Labor force participation rate, male",2015,70.6,124
CZE,"Labor force participation rate, male",2015,68.0,203
DNK,"Labor force participation rate, male",2015,66.0,208
FIN,"Labor force participation rate, male",2015,68.3,246
FRA,"Labor force participation rate, male",2015,60.9,250
DEU,"Labor force participation rate, male",2015,65.9,276
GRC,"Labor force participation rate, male",2015,59.8,300
HUN,"Labor force participation rate, male",2015,67.2,348
ISL,"Labor force participation rate, male",2015,84.7,352
JPN,"Labor force participation rate, male",2015,70.3,392
KOR,"Labor force participation rate, male",2015,74.1,410
MEX,"Labor force participation rate, male",2015,78.0,484
NZL,"Labor force participation rate, male",2015,74.4,554
NOR,"Labor force participation rate, male",2015,67.6,578
PRT,"Labor force participation rate, male",2015,64.1,620
SVK,"Labor force participation rate, male",2015,67.9,703
SWE,"Labor force participation rate, male",2015,74.4,752
GBR,"Labor force participation rate, male",2015,69.1,826
USA,"Labor force participation rate, male",2015,69.1,840
COL,"Labor force participation rate, male",2015,81.6,170
CRI,"Labor force participation rate, male",2000,79.3,188
CRI,"Labor force participation rate, male",2005,79.5,188
CRI,"Labor force participation rate, male",2015,74.3,188
ISR,"Labor force participation rate, male",2015,69.3,376
AUS,"Labor force participation rate, male",2016,70.6,036
AUT,"Labor force participation rate, male",2016,66.8,040
BEL,"Labor force participation rate, male",2016,58.7,056
CAN,"Labor force participation rate, male",2016,70.2,124
CZE,"Labor force participation rate, male",2016,68.4,203
DNK,"Labor force participation rate, male",2016,65.8,208
FIN,"Labor force participation rate, male",2016,68.4,246
FRA,"Labor force participation rate, male",2016,60.6,250
DEU,"Labor force participation rate, male",2016,66.6,276
GRC,"Labor force participation rate, male",2016,59.8,300
HUN,"Labor force participation rate, male",2016,68.6,348
ISL,"Labor force participation rate, male",2016,86.1,352
JPN,"Labor force participation rate, male",2016,70.4,392
KOR,"Labor force participation rate, male",2016,74.0,410
MEX,"Labor force participation rate, male",2016,77.7,484
NZL,"Labor force participation rate, male",2016,75.5,554
NOR,"Labor force participation rate, male",2016,66.9,578
PRT,"Labor force participation rate, male",2016,64.1,620
SVK,"Labor force participation rate, male",2016,68.1,703
SWE,"Labor force participation rate, male",2016,74.4,752
GBR,"Labor force participation rate, male",2016,68.9,826
USA,"Labor force participation rate, male",2016,69.2,840
COL,"Labor force participation rate, male",2016,81.2,170
CRI,"Labor force participation rate, male",2016,72.4,188
ISR,"Labor force participation rate, male",2016,69.1,376
AUS,"Labor force participation rate, male",2017,70.7,036
AUT,"Labor force participation rate, male",2017,66.8,040
BEL,"Labor force participation rate, male",2017,59.2,056
CAN,"Labor force participation rate, male",2017,70.2,124
CZE,"Labor force participation rate, male",2017,68.5,203
DNK,"Labor force participation rate, male",2017,65.9,208
FIN,"Labor force participation rate, male",2017,68.9,246
FRA,"Labor force participation rate, male",2017,60.5,250
DEU,"Labor force participation rate, male",2017,66.7,276
GRC,"Labor force participation rate, male",2017,60.0,300
HUN,"Labor force participation rate, male",2017,69.6,348
ISL,"Labor force participation rate, male",2017,84.7,352
JPN,"Labor force participation rate, male",2017,70.5,392
KOR,"Labor force participation rate, male",2017,74.1,410
MEX,"Labor force participation rate, male",2017,77.6,484
NZL,"Labor force participation rate, male",2017,76.5,554
NOR,"Labor force participation rate, male",2017,65.9,578
PRT,"Labor force participation rate, male",2017,64.5,620
SVK,"Labor force participation rate, male",2017,67.7,703
SWE,"Labor force participation rate, male",2017,75.1,752
GBR,"Labor force participation rate, male",2017,68.9,826
USA,"Labor force participation rate, male",2017,69.1,840
COL,"Labor force participation rate, male",2017,80.9,170
CRI,"Labor force participation rate, male",2017,73.0,188
ISR,"Labor force participation rate, male",2017,69.0,376
AUS,"Labor force participation rate, male",2018,71.0,036
AUT,"Labor force participation rate, male",2018,67.1,040
BEL,"Labor force participation rate, male",2018,59.0,056
CAN,"Labor force participation rate, male",2018,69.7,124
CZE,"Labor force participation rate, male",2018,68.7,203
DNK,"Labor force participation rate, male",2018,66.1,208
FIN,"Labor force participation rate, male",2018,69.5,246
FRA,"Labor force participation rate, male",2018,60.3,250
DEU,"Labor force participation rate, male",2018,66.8,276
GRC,"Labor force participation rate, male",2018,60.0,300
HUN,"Labor force participation rate, male",2018,70.3,348
ISL,"Labor force participation rate, male",2018,83.6,352
JPN,"Labor force participation rate, male",2018,71.2,392
KOR,"Labor force participation rate, male",2018,73.7,410
MEX,"Labor force participation rate, male",2018,77.4,484
NZL,"Labor force participation rate, male",2018,76.2,554
NOR,"Labor force participation rate, male",2018,66.4,578
PRT,"Labor force participation rate, male",2018,64.4,620
SVK,"Labor force participation rate, male",2018,67.8,703
SWE,"Labor force participation rate, male",2018,75.2,752
GBR,"Labor force participation rate, male",2018,68.7,826
USA,"Labor force participation rate, male",2018,69.1,840
COL,"Labor force participation rate, male",2018,80.7,170
CRI,"Labor force participation rate, male",2018,74.3,188
ISR,"Labor force participation rate, male",2018,68.2,376
AUS,"Labor force participation rate, male",2019,71.1,036
AUT,"Labor force participation rate, male",2019,67.0,040
BEL,"Labor force participation rate, male",2019,59.1,056
CAN,"Labor force participation rate, male",2019,70.1,124
CZE,"Labor force participation rate, male",2019,68.5,203
DNK,"Labor force participation rate, male",2019,66.8,208
FIN,"Labor force participation rate, male",2019,69.7,246
FRA,"Labor force participation rate, male",2019,59.7,250
DEU,"Labor force participation rate, male",2019,67.4,276
GRC,"Labor force participation rate, male",2019,60.1,300
HUN,"Labor force participation rate, male",2019,71.1,348
ISL,"Labor force participation rate, male",2019,82.9,352
JPN,"Labor force participation rate, male",2019,71.4,392
KOR,"Labor force participation rate, male",2019,73.5,410
MEX,"Labor force participation rate, male",2019,77.2,484
NZL,"Labor force participation rate, male",2019,75.4,554
NOR,"Labor force participation rate, male",2019,66.1,578
PRT,"Labor force participation rate, male",2019,64.4,620
SVK,"Labor force participation rate, male",2019,67.6,703
SWE,"Labor force participation rate, male",2019,75.5,752
GBR,"Labor force participation rate, male",2019,68.5,826
USA,"Labor force participation rate, male",2019,69.2,840
COL,"Labor force participation rate, male",2019,79.9,170
CRI,"Labor force participation rate, male",2019,74.4,188
ISR,"Labor force participation rate, male",2019,67.6,376
AUS,"Labor force participation rate, female",2000,54.5,036
AUS,"Labor force participation rate, female",2005,57.0,036
AUS,"Labor force participation rate, female",2010,58.6,036
AUT,"Labor force participation rate, female",2000,49.0,040
AUT,"Labor force participation rate, female",2005,51.3,040
AUT,"Labor force participation rate, female",2010,54.2,040
BEL,"Labor force participation rate, female",2000,43.4,056
BEL,"Labor force participation rate, female",2005,45.7,056
BEL,"Labor force participation rate, female",2010,47.7,056
CAN,"Labor force participation rate, female",2000,59.4,124
CAN,"Labor force participation rate, female",2005,61.7,124
CAN,"Labor force participation rate, female",2010,62.0,124
CZE,"Labor force participation rate, female",2000,51.6,203
CZE,"Labor force participation rate, female",2005,50.6,203
CZE,"Labor force participation rate, female",2010,49.3,203
DNK,"Labor force participation rate, female",2000,60.1,208
DNK,"Labor force participation rate, female",2005,60.3,208
DNK,"Labor force participation rate, female",2010,58.8,208
FIN,"Labor force participation rate, female",2000,63.3,246
FIN,"Labor force participation rate, female",2005,64.2,246
FIN,"Labor force participation rate, female",2010,63.7,246
FRA,"Labor force participation rate, female",2000,49.3,250
FRA,"Labor force participation rate, female",2005,50.3,250
FRA,"Labor force participation rate, female",2010,51.3,250
DEU,"Labor force participation rate, female",2000,49.1,276
DEU,"Labor force participation rate, female",2005,51.1,276
DEU,"Labor force participation rate, female",2010,53.2,276
GRC,"Labor force participation rate, female",2000,40.3,300
GRC,"Labor force participation rate, female",2005,42.1,300
GRC,"Labor force participation rate, female",2010,44.1,300
HUN,"Labor force participation rate, female",2000,45.5,348
HUN,"Labor force participation rate, female",2005,47.8,348
HUN,"Labor force participation rate, female",2010,48.8,348
ISL,"Labor force participation rate, female",2000,77.4,352
ISL,"Labor force participation rate, female",2005,76.2,352
ISL,"Labor force participation rate, female",2010,76.0,352
JPN,"Labor force participation rate, female",2000,49.3,392
JPN,"Labor force participation rate, female",2005,48.4,392
JPN,"Labor force participation rate, female",2010,48.5,392
KOR,"Labor force participation rate, female",2000,48.8,410
KOR,"Labor force participation rate, female",2005,50.3,410
KOR,"Labor force participation rate, female",2010,49.6,410
MEX,"Labor force participation rate, female",2000,38.9,484
MEX,"Labor force participation rate, female",2005,40.9,484
MEX,"Labor force participation rate, female",2010,42.5,484
NZL,"Labor force participation rate, female",2000,57.4,554
NZL,"Labor force participation rate, female",2005,60.8,554
NZL,"Labor force participation rate, female",2010,62.0,554
NOR,"Labor force participation rate, female",2000,68.8,578
NOR,"Labor force participation rate, female",2005,68.5,578
NOR,"Labor force participation rate, female",2010,68.6,578
PRT,"Labor force participation rate, female",2000,52.9,620
PRT,"Labor force participation rate, female",2005,55.3,620
PRT,"Labor force participation rate, female",2010,55.9,620
SVK,"Labor force participation rate, female",2000,52.6,703
SVK,"Labor force participation rate, female",2005,51.3,703
SVK,"Labor force participation rate, female",2010,51.8,703
SWE,"Labor force participation rate, female",2000,67.5,752
SWE,"Labor force participation rate, female",2005,68.8,752
SWE,"Labor force participation rate, female",2010,67.1,752
GBR,"Labor force participation rate, female",2000,55.0,826
GBR,"Labor force participation rate, female",2005,55.8,826
GBR,"Labor force participation rate, female",2010,56.2,826
USA,"Labor force participation rate, female",2000,59.9,840
USA,"Labor force participation rate, female",2005,59.3,840
USA,"Labor force participation rate, female",2010,58.6,840
ISR,"Labor force participation rate, female",2000,53.7,376
ISR,"Labor force participation rate, female",2005,55.7,376
ISR,"Labor force participation rate, female",2010,57.5,376
COL,"Labor force participation rate, female",2005,52.2,170
CRI,"Labor force participation rate, female",2010,45.9,188
COL,"Labor force participation rate, female",2010,56.0,170
AUS,"Labor force participation rate, female",2015,59.1,036
AUT,"Labor force participation rate, female",2015,55.4,040
BEL,"Labor force participation rate, female",2015,48.0,056
CAN,"Labor force participation rate, female",2015,61.1,124
CZE,"Labor force participation rate, female",2015,51.3,203
DNK,"Labor force participation rate, female",2015,56.7,208
FIN,"Labor force participation rate, female",2015,63.7,246
FRA,"Labor force participation rate, female",2015,51.6,250
DEU,"Labor force participation rate, female",2015,54.7,276
GRC,"Labor force participation rate, female",2015,44.7,300
HUN,"Labor force participation rate, female",2015,53.2,348
ISL,"Labor force participation rate, female",2015,77.3,352
JPN,"Labor force participation rate, female",2015,49.6,392
KOR,"Labor force participation rate, female",2015,51.9,410
MEX,"Labor force participation rate, female",2015,43.4,484
NZL,"Labor force participation rate, female",2015,63.4,554
NOR,"Labor force participation rate, female",2015,62.2,578
PRT,"Labor force participation rate, female",2015,53.7,620
SVK,"Labor force participation rate, female",2015,51.9,703
SWE,"Labor force participation rate, female",2015,69.5,752
GBR,"Labor force participation rate, female",2015,57.5,826
USA,"Labor force participation rate, female",2015,56.7,840
COL,"Labor force participation rate, female",2015,58.6,170
CRI,"Labor force participation rate, female",2000,38.3,188
CRI,"Labor force participation rate, female",2005,44.5,188
CRI,"Labor force participation rate, female",2015,48.1,188
ISR,"Labor force participation rate, female",2015,59.1,376
AUS,"Labor force participation rate, female",2016,59.4,036
AUT,"Labor force participation rate, female",2016,55.9,040
BEL,"Labor force participation rate, female",2016,47.8,056
CAN,"Labor force participation rate, female",2016,61.0,124
CZE,"Labor force participation rate, female",2016,51.9,203
DNK,"Labor force participation rate, female",2016,57.5,208
FIN,"Labor force participation rate, female",2016,63.1,246
FRA,"Labor force participation rate, female",2016,51.6,250
DEU,"Labor force participation rate, female",2016,55.6,276
GRC,"Labor force participation rate, female",2016,45.0,300
HUN,"Labor force participation rate, female",2016,54.1,348
ISL,"Labor force participation rate, female",2016,77.6,352
JPN,"Labor force participation rate, female",2016,50.4,392
KOR,"Labor force participation rate, female",2016,52.2,410
MEX,"Labor force participation rate, female",2016,43.4,484
NZL,"Labor force participation rate, female",2016,64.6,554
NOR,"Labor force participation rate, female",2016,62.1,578
PRT,"Labor force participation rate, female",2016,53.5,620
SVK,"Labor force participation rate, female",2016,52.5,703
SWE,"Labor force participation rate, female",2016,69.6,752
GBR,"Labor force participation rate, female",2016,57.5,826
USA,"Labor force participation rate, female",2016,56.8,840
COL,"Labor force participation rate, female",2016,58.3,170
CRI,"Labor force participation rate, female",2016,44.3,188
ISR,"Labor force participation rate, female",2016,59.4,376
AUS,"Labor force participation rate, female",2017,59.9,036
AUT,"Labor force participation rate, female",2017,55.9,040
BEL,"Labor force participation rate, female",2017,48.7,056
CAN,"Labor force participation rate, female",2017,61.2,124
CZE,"Labor force participation rate, female",2017,52.3,203
DNK,"Labor force participation rate, female",2017,57.6,208
FIN,"Labor force participation rate, female",2017,63.5,246
FRA,"Labor force participation rate, female",2017,51.4,250
DEU,"Labor force participation rate, female",2017,55.9,276
GRC,"Labor force participation rate, female",2017,44.7,300
HUN,"Labor force participation rate, female",2017,54.6,348
ISL,"Labor force participation rate, female",2017,76.5,352
JPN,"Labor force participation rate, female",2017,51.2,392
KOR,"Labor force participation rate, female",2017,52.7,410
MEX,"Labor force participation rate, female",2017,43.0,484
NZL,"Labor force participation rate, female",2017,65.5,554
NOR,"Labor force participation rate, female",2017,61.4,578
